0.362597 -0.223008 -0.611354 -0.521181 0.991004 0.981721 0.806124 0.989831 0.964224 0.788445 0.290383 0.940079 0.906542 -0.175190 -0.031255 0.314624 0.359269 0.041348 -0.321854 0.938392 0.771079 0.757221 -0.011616 0.791432 -0.250288 0.009367 0.987307 0.765553 0.500770 -0.348828 0.647473 0.942033 0.993038 0.766048 -0.671040 -0.711927 0.691778 -0.272788 0.917345 -0.343064 0.937220 0.439682 0.901507 0.990458 0.993044 0.859792 0.780826 0.950469 0.651782 -0.296771 0.456673 0.033945 -0.711468 -0.145996 0.703372 0.860632 -0.132540 -0.657885 0.064196 -0.104109 -0.408961 0.968456 0.907481 
0.300803 -0.023379 0.861890 0.922040 0.292780 -0.165393 0.041138 -0.088973 -0.207169 -0.070028 0.873783 0.833317 0.071608 -0.589309 0.981978 0.638772 0.675377 0.222128 -0.247638 -0.237851 -0.343386 0.746657 -0.208032 0.296085 -0.022303 0.804944 0.334727 0.833920 0.829222 0.810061 0.746012 0.801329 0.946482 0.930277 0.895129 0.881381 0.897273 -0.477474 -0.565408 0.840912 -0.667995 -0.127313 -0.267554 -0.536751 -0.191360 -0.259283 -0.106372 -0.464244 -0.213490 0.582222 0.889049 0.151990 0.089313 0.449391 -0.336835 -0.108973 -0.625081 0.909884 -0.521692 0.958966 0.890217 0.890691 0.814825 
-0.008536 0.096806 0.240479 0.016845 0.833790 -0.663051 0.789518 0.799851 0.950378 -0.654170 -0.183516 0.323328 -0.459228 0.848000 0.494168 0.233987 0.006041 -0.150330 0.748961 0.228940 0.933065 0.341797 0.440043 -0.404824 -0.490047 -0.159190 0.774696 0.848302 0.913345 0.979177 0.972776 0.598452 0.924048 0.843377 0.902003 0.862145 0.787826 0.846370 0.683700 0.799189 0.937503 0.972421 -0.594938 0.119367 -0.151663 -0.264056 0.783061 -0.122128 -0.496157 0.096262 0.062587 0.222436 -0.098865 0.143665 -0.603827 0.570963 0.492978 -0.191274 -0.089398 -0.056084 -0.144839 -0.021634 0.834196 
0.739320 0.767534 -0.333957 -0.294518 0.984960 -0.205264 0.339215 0.784619 -0.215734 0.503401 0.435495 -0.551087 0.989984 0.902449 -0.068058 -0.161275 -0.258594 0.787322 0.739930 -0.161612 -0.544500 0.609653 0.578931 0.731776 0.776824 0.517077 0.119057 0.409480 0.290735 0.108665 0.180319 0.985651 -0.015453 0.187547 0.298586 0.791934 0.353361 0.780968 0.930486 0.063439 0.019481 0.146926 -0.513610 -0.081412 -0.549588 0.684948 0.984099 0.475543 0.977867 0.308372 -0.096112 0.871509 0.593270 -0.163601 -0.166465 -0.399541 0.334730 0.084750 -0.263801 -0.545726 0.209484 0.203033 0.759815 
0.704539 0.554905 -0.015654 -0.536456 -0.622125 0.899801 0.899143 0.189218 0.224102 0.851570 0.836655 -0.040608 0.814479 -0.254851 -0.124265 0.944983 -0.154996 -0.062886 -0.077066 0.664290 -0.377028 0.337370 -0.382849 -0.210477 0.955683 0.841912 -0.010940 0.892349 0.804382 0.732668 0.018959 0.135322 0.852077 0.648830 -0.479983 0.768228 -0.281656 0.527203 -0.694388 -0.037994 -0.042033 0.773590 0.879442 0.828507 0.671037 0.671781 0.801666 0.339226 0.797994 0.806188 0.718371 0.081005 0.658507 0.986212 0.705004 0.551288 0.729675 0.099448 -0.038735 0.321718 0.874059 0.955712 0.230542 
-0.226610 0.195693 -0.295425 0.710261 0.894121 0.428358 0.500451 0.832093 0.793530 -0.433731 0.064858 -0.063867 -0.186371 0.877879 -0.685667 -0.150043 0.667754 0.960017 0.898508 0.069243 0.672895 0.867083 0.827958 0.640439 0.482363 0.041931 -0.460235 0.825845 -0.606114 0.872640 0.977404 0.819000 0.858018 -0.407099 -0.463969 -0.579160 0.719118 -0.014470 0.337161 0.894909 0.494482 0.987305 0.960392 -0.375959 -0.074930 0.813404 0.105600 0.662014 0.930271 0.293424 0.751480 0.522341 0.716152 0.762278 0.960845 0.823392 -0.019892 0.320014 0.278574 0.855641 -0.515858 0.792206 0.904933 
0.572558 0.149147 0.749422 0.565202 -0.359591 -0.180813 -0.004776 0.239728 -0.563296 -0.093215 0.270835 0.023222 -0.053288 -0.078463 -0.185374 0.032257 -0.388720 -0.153589 -0.021008 -0.661215 0.838399 0.046394 -0.161812 0.346338 0.729475 0.567492 0.617207 0.568251 0.650805 0.709507 -0.234555 0.445305 0.553361 0.320322 0.748985 -0.661895 0.797454 -0.638142 0.320772 -0.054665 0.741414 0.966177 0.824903 0.658764 0.816299 -0.581527 0.818972 0.750147 0.376391 0.078658 -0.353176 0.014395 0.184100 0.366528 0.163664 0.344368 -0.129208 -0.364922 0.936481 0.906828 0.270228 0.297536 0.014179 
0.152264 0.205187 0.400348 0.515010 0.124820 -0.630798 -0.370314 -0.191034 0.527250 -0.031684 0.273204 -0.204671 0.844029 0.499082 0.636470 0.026001 -0.213997 0.336112 0.934229 0.537131 0.013860 0.372182 -0.343614 0.291179 -0.200810 0.994276 0.903878 0.961069 0.876338 -0.222659 -0.395619 -0.536310 -0.036823 -0.163424 0.759821 0.891140 0.001479 0.436416 0.485778 0.375785 -0.632192 0.970886 0.882595 0.817710 0.741912 -0.126900 0.037437 0.679296 -0.460736 0.013282 0.751410 -0.281241 0.418902 -0.040044 0.800224 0.583915 0.729972 0.874211 -0.086018 0.031854 0.332043 -0.072084 -0.315859 
-0.321623 0.493482 0.898648 -0.093035 0.104103 0.119050 0.913709 0.578623 -0.297605 -0.180239 0.176886 0.221861 0.105341 -0.680137 0.084576 -0.505492 0.420554 -0.023578 0.860847 0.954459 -0.057696 0.125492 0.299307 -0.438572 -0.481576 0.923008 0.881163 0.850805 -0.459365 0.733160 0.940556 0.829270 0.662318 0.368972 0.174213 0.097871 0.693458 -0.633143 -0.112179 -0.057151 0.366075 -0.264254 0.744208 0.325416 0.439766 -0.226997 0.474208 -0.094896 0.638979 0.848092 0.791822 0.894543 0.977347 0.537246 0.016907 0.118940 -0.298567 -0.423109 -0.057916 -0.318253 -0.101837 -0.386619 0.019024 
0.898226 -0.299102 -0.369319 0.820013 0.849585 0.924851 -0.538825 0.928141 0.807473 0.900939 0.147302 0.883657 -0.114739 0.104381 0.093849 -0.180375 0.596143 -0.732637 0.829023 0.900602 0.876951 0.788081 0.317071 -0.254629 -0.521841 0.030321 0.489649 0.339689 0.754840 0.971132 0.921442 0.938925 0.863510 -0.055889 0.615580 0.880568 0.822752 0.065749 -0.401099 0.749216 0.129136 0.780865 0.064698 0.234601 -0.516212 -0.004507 -0.603584 -0.320343 0.879142 0.870515 -0.254822 -0.691254 0.857517 -0.628563 0.008696 -0.120434 -0.457172 0.634485 0.442485 0.061982 -0.284667 -0.113988 0.756241 
