-0.545320 0.906640 0.585325 0.394292 0.307459 0.367944 -0.483109 0.736685 -0.314758 -0.217665 0.860715 0.056823 0.889723 -0.615891 -0.306520 0.033820 0.112385 0.075016 0.840597 -0.609083 -0.518433 0.051299 -0.284873 -0.576164 -0.080869 0.576724 -0.360968 0.634680 0.984897 0.281442 0.548409 0.813042 -0.109698 -0.333517 -0.589425 0.222023 0.637611 0.316626 -0.154383 0.761037 0.742862 0.358119 0.132490 0.469963 0.548959 0.337194 0.300844 -0.175057 -0.307424 -0.372705 0.313618 0.115263 0.753411 0.060263 0.799549 0.731235 0.324893 0.769807 0.750024 -0.246270 0.608834 0.160854 -0.381874 0.588547 0.749458 -0.540613 0.643670 0.958355 0.477030 -0.399451 
0.214710 0.617368 -0.309203 0.971174 0.193814 -0.351166 0.707221 0.599755 -0.288419 0.086113 0.826631 -0.544600 -0.316232 0.851144 0.740639 0.774001 -0.327124 -0.442845 0.698926 0.898867 -0.600845 0.767305 0.892430 -0.270106 -0.124847 0.380984 -0.400190 0.438853 0.957546 0.776532 0.350576 0.679173 -0.570648 0.356855 0.365494 -0.370458 0.355428 0.271077 -0.275323 0.502309 -0.165735 0.498460 0.250733 0.547550 -0.530561 0.022592 0.029840 0.634421 0.636977 0.944575 0.781164 0.543524 0.646828 0.215220 0.770597 0.122772 0.838751 -0.079987 0.557259 0.621585 -0.207308 0.102600 -0.358170 0.189968 0.084846 0.536689 0.876975 0.804783 0.742341 0.179858 
0.556205 -0.144128 0.894460 0.149881 0.662308 -0.266303 0.352219 0.762175 0.308611 0.628848 0.386880 0.661799 0.627824 -0.401370 0.630290 0.860062 -0.675377 0.430115 -0.500895 0.622902 0.728793 -0.009960 -0.488230 -0.585952 -0.255631 0.917007 0.837321 0.516531 -0.573628 0.945857 0.765037 0.213713 0.635460 0.683557 -0.136849 0.233072 -0.616749 0.708634 -0.523728 -0.637313 0.105879 0.649216 0.213123 -0.579136 0.705343 -0.207602 0.110373 0.310360 0.954442 0.508923 0.927340 0.165777 0.032653 0.996297 0.433374 0.801936 0.890491 0.041239 0.744397 0.036001 -0.358277 0.819939 0.173221 -0.308160 0.201658 0.156090 -0.658790 -0.087919 0.459808 0.190835 
0.738999 0.156556 -0.576314 -0.023256 0.935717 -0.362449 0.037404 0.760672 0.268746 -0.202769 0.902089 0.843376 0.792501 0.889359 0.315352 0.678982 0.384292 0.078997 0.783333 0.272618 0.591710 -0.524368 0.454072 0.757278 0.642026 0.963443 0.482453 0.631123 0.508398 0.750415 0.969583 0.746166 0.808744 0.943282 0.936511 -0.329566 -0.022381 0.678006 -0.044566 0.797277 0.281344 -0.605916 0.548972 -0.230413 -0.504924 0.301777 0.714443 0.454264 0.591445 -0.508581 -0.357297 -0.210400 -0.006000 -0.532972 0.364731 0.890012 0.864770 -0.183956 0.096589 0.166394 0.298291 -0.495302 0.263653 -0.015750 0.780274 -0.231367 0.560588 0.386694 0.578445 0.546055 
0.866917 0.948110 -0.119769 0.291665 0.876719 0.776139 0.373069 -0.690913 0.791721 0.019567 0.986289 0.841864 -0.276221 0.568239 -0.578005 -0.584257 0.817355 -0.101807 -0.403723 -0.054605 0.736239 -0.673216 0.142373 0.377601 0.967076 0.254859 0.239438 0.494290 0.842230 -0.000291 -0.473611 -0.622591 0.927178 0.966567 0.769342 0.747127 -0.097149 -0.452859 -0.139190 0.844975 -0.090525 0.992385 0.341683 -0.632712 -0.500711 0.566795 0.511628 0.588379 -0.292295 -0.005384 0.417804 0.082101 -0.090928 -0.309684 0.017329 -0.633948 0.905239 -0.651383 0.521972 0.579586 0.149482 0.039048 0.758548 0.516593 0.472187 0.779620 0.076308 0.701825 0.754452 -0.133732 
0.782538 0.814913 0.735091 -0.204884 -0.165081 0.038039 0.328951 -0.185145 0.780673 -0.039395 -0.568525 0.528515 0.960875 0.609918 0.672044 0.673732 -0.379623 0.957720 0.846495 0.856847 0.658159 0.375578 0.095623 0.362893 -0.000942 -0.117103 0.728187 0.608170 0.847140 0.175926 -0.037820 0.995760 0.868865 0.413897 0.303256 0.975960 -0.131130 -0.015232 -0.120907 -0.204886 0.564980 0.753905 -0.111049 0.965480 -0.366819 -0.608572 0.083813 0.032684 -0.353080 0.183707 0.095455 -0.614321 0.511964 -0.087154 0.936250 0.284164 -0.326724 -0.461257 -0.258466 0.752343 -0.614698 0.309560 0.477738 0.492640 0.676773 -0.577877 -0.063616 0.586298 0.853633 -0.189437 
0.861824 -0.246766 0.662666 -0.526365 0.032931 -0.483260 -0.396556 0.940274 0.661017 0.099393 0.498423 0.071620 0.202517 0.899498 0.989816 -0.516411 0.985597 0.488816 -0.459534 0.798503 -0.195678 0.570856 0.641423 0.369375 0.943045 -0.102004 0.742024 -0.230514 0.467914 -0.176600 -0.244051 0.870596 0.412715 -0.779034 0.706401 -0.434458 -0.390653 -0.025973 0.332942 0.364887 0.160665 -0.199801 0.108198 0.773495 -0.366059 0.140985 0.364622 0.343096 0.369984 0.944863 -0.061592 -0.412493 0.982231 -0.387667 0.462281 0.317571 0.357087 -0.132970 0.076664 -0.533639 -0.518504 0.872084 -0.188697 -0.008416 -0.269554 -0.674038 0.249657 -0.178729 -0.413338 0.600456 
0.172738 0.086871 0.862704 0.261511 -0.335541 0.176470 0.213813 0.403264 0.804154 0.463663 0.227624 -0.161042 0.592868 0.871483 0.986784 0.301433 0.843813 0.451209 -0.248578 0.783418 0.545695 0.384846 0.717926 0.953319 0.318504 -0.105823 -0.157871 -0.347466 -0.109820 0.349377 0.031329 0.659725 0.192507 -0.679601 0.479755 -0.234909 0.776505 0.595162 0.676506 0.571247 0.280306 0.310705 -0.008457 0.697135 0.506756 -0.352149 -0.143951 -0.107257 -0.051631 0.907693 -0.356985 0.497682 0.687315 -0.681313 0.508161 0.748883 0.285070 -0.695210 0.942689 0.712336 0.921689 0.234826 0.397244 0.030697 -0.287504 0.057473 0.423691 -0.088815 -0.497408 0.894359 
0.766510 -0.598671 0.898663 0.968037 0.594483 0.909631 0.362593 -0.319563 0.043803 0.552615 0.684512 -0.191948 0.826510 0.941183 0.358540 0.182045 0.810427 0.491839 -0.030940 -0.479686 0.677427 0.681772 0.968739 0.920684 0.253716 -0.428983 0.168125 0.465085 -0.250827 0.749761 0.712316 -0.389503 0.922260 -0.112095 -0.381446 -0.340156 0.628789 0.716678 0.812336 -0.071593 0.115249 0.715330 0.737517 0.918368 -0.648268 0.920013 0.860695 -0.045280 -0.031378 -0.680145 0.756692 0.449576 0.682676 0.771310 0.394585 0.701804 -0.200664 0.703863 0.607007 0.630694 0.887204 0.145594 0.689580 0.635670 0.174177 0.243903 0.674151 -0.328736 0.223992 0.119528 
0.701744 -0.171210 -0.156730 0.603585 0.732078 0.375462 -0.014732 0.894286 -0.317164 0.532786 -0.000918 -0.360399 0.986187 0.480833 -0.436074 0.222037 0.285290 0.733774 0.287912 -0.209624 -0.039351 0.716530 0.134639 0.502250 0.490232 0.979663 0.038803 0.167960 0.713077 0.826428 0.152238 0.738130 0.731058 0.841327 -0.662793 0.871436 0.942067 0.611064 0.918913 0.074344 -0.208624 0.823403 0.787931 0.892973 0.492323 -0.327648 0.425671 -0.392750 -0.623381 0.245348 0.660528 -0.358655 -0.204756 0.161487 0.498461 0.741559 0.587362 0.997016 0.169177 0.376449 0.791165 0.233874 0.897297 0.736569 -0.357523 0.990815 0.890348 0.859447 0.676422 0.504200 
-0.073635 0.637856 0.508668 0.089301 -0.033295 -0.169536 0.632926 0.913849 -0.326096 0.820147 0.725024 0.131121 0.341886 0.587839 -0.346800 -0.584476 0.706958 0.775849 0.558767 -0.668237 0.739325 0.321259 -0.130672 -0.236655 -0.482689 0.931138 0.087378 0.877006 0.518882 0.990288 -0.408747 -0.562411 -0.039741 0.790870 0.279930 0.435011 0.684195 0.626318 0.217096 -0.665636 0.130182 -0.116125 0.921483 0.701025 0.912100 -0.112547 -0.350275 -0.403928 0.685512 -0.136743 0.521610 0.059112 0.837271 0.151745 0.590127 0.827772 0.853071 -0.074762 0.746666 -0.580692 0.745867 0.977755 0.258657 -0.428100 0.627033 0.681893 0.718217 0.335333 0.618149 0.035169 
-0.098470 -0.311700 0.248338 -0.271760 -0.097696 -0.062376 0.695223 0.506379 -0.295649 0.638143 -0.518630 0.586532 0.085301 0.682942 0.493255 0.617460 0.704189 -0.588954 0.968256 -0.542847 0.850705 -0.296783 0.409883 0.489496 -0.312624 -0.523319 0.132922 0.992245 -0.494118 0.644683 -0.275343 -0.616344 0.161281 -0.629074 0.748195 -0.560881 -0.357955 0.926004 0.191734 -0.564658 0.723096 0.665783 0.712734 -0.127881 0.872689 0.071144 0.356943 -0.489538 -0.624892 -0.453331 0.071161 0.701468 0.823705 -0.331628 0.704666 0.806914 -0.583843 0.664637 0.790867 0.899833 0.903915 -0.563674 0.690235 -0.239241 0.606287 0.252755 0.639099 -0.209470 0.857373 -0.206551 
0.413806 -0.488660 0.160173 0.776476 0.533650 0.712311 -0.036996 0.440485 -0.670066 0.298647 -0.574630 0.744759 0.126373 0.394967 -0.161698 0.979109 -0.195486 -0.332232 0.133373 -0.520349 0.503736 0.769931 0.068344 0.316815 -0.538636 0.905197 0.877104 0.782522 -0.269714 -0.559691 -0.678830 -0.295053 0.571450 0.739478 0.643476 0.272413 0.266131 0.377004 0.091257 0.038702 -0.093063 0.786111 0.766997 0.658432 0.809471 0.424247 0.283984 0.678914 -0.646548 -0.099640 0.217774 -0.648991 -0.197688 -0.395235 0.969157 0.323957 0.708924 -0.379740 -0.439830 0.997871 -0.175910 -0.187347 0.898970 -0.406826 0.605755 0.007547 0.496595 -0.524410 0.456570 0.045124 
